"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp"
"a03Qy0000055xy4IAA","005Qy000005GwqBIAS","0","Colombia Países Bajos","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xy5IAA","005Qy000005GwqBIAS","0","Corea del Sur Pakistán","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xy6IAA","005Qy000005GwqBIAS","0","Costa Rica Paraguay","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xy7IAA","005Qy000005GwqBIAS","0","Cuba Perú","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xy8IAA","005Qy000005GwqBIAS","0","Curazao Polonia","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xy9IAA","005Qy000005GwqBIAS","0","Dinamarca Portugal","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyAIAQ","005Qy000005GwqBIAS","0","Dominica Puerto Rico","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyBIAQ","005Qy000005GwqBIAS","0","Ecuador Reino Unido","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyCIAQ","005Qy000005GwqBIAS","0","El Salvador República Dominicana","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyDIAQ","005Qy000005GwqBIAS","0","Emiratos Árabes Unidos Rusia","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyEIAQ","005Qy000005GwqBIAS","0","Espa�a","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 17:30:44","005Qy000005GwqBIAS","2024-05-20 17:30:44"
"a03Qy0000055xyFIAQ","005Qy000005GwqBIAS","0","Estados Unidos de América Santa Lucía","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyGIAQ","005Qy000005GwqBIAS","0","Francia Sri Lanka","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyHIAQ","005Qy000005GwqBIAS","0","Gambia Suecia","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyIIAQ","005Qy000005GwqBIAS","0","Ghana Suiza","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyJIAQ","005Qy000005GwqBIAS","0","Granada Suriname","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyKIAQ","005Qy000005GwqBIAS","0","Grecia Tailandia","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyLIAQ","005Qy000005GwqBIAS","0","Guadalupe y Dependencias Trinidad y Tobago","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyMIAQ","005Qy000005GwqBIAS","0","Guatemala Turquía","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyNIAQ","005Qy000005GwqBIAS","0","Guyana Uruguay","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyOIAQ","005Qy000005GwqBIAS","0","Haití Venezuela","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyPIAQ","005Qy000005GwqBIAS","0","Honduras Vietnam","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyQIAQ","005Qy000005GwqBIAS","0","Hong Kong Zona Libre de Colón (Panamá)","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy0000055xyRIAQ","005Qy000005GwqBIAS","0","India","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14","005Qy000005GwqBIAS","2024-05-20 16:49:14"
"a03Qy00000560C9IAI","005Qy000005GwqBIAS","0","Albania","2024-05-20 16:47:40","005Qy000005GwqBIAS","2024-05-21 14:58:35","005Qy000005GwqBIAS","2024-05-21 14:58:35"
"a03Qy0000056rRkIAI","005Qy000005GwqBIAS","0","Rumania","2024-05-21 15:08:19","005Qy000005GwqBIAS","2024-05-21 15:08:19","005Qy000005GwqBIAS","2024-05-21 15:08:19"
"a03Qy0000056rpyIAA","005Qy000005GwqBIAS","0","Mexico","2024-05-21 15:02:15","005Qy000005GwqBIAS","2024-05-21 15:02:15","005Qy000005GwqBIAS","2024-05-21 15:02:15"
"a03Qy0000056t0XIAQ","005Qy000005GwqBIAS","0","Indonesia","2024-05-21 14:58:40","005Qy000005GwqBIAS","2024-05-21 14:58:40","005Qy000005GwqBIAS","2024-05-21 14:58:40"
"a03Qy0000056t3lIAA","005Qy000005GwqBIAS","0","Irak","2024-05-21 14:59:08","005Qy000005GwqBIAS","2024-05-21 14:59:08","005Qy000005GwqBIAS","2024-05-21 14:59:08"
