"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate"
"a00WU000009FVOzYAO","005WU000003RmTRYA0","0","Djibouti","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP0YAO","005WU000003RmTRYA0","0","Dominica","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP1YAO","005WU000003RmTRYA0","0","Ecuador","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP2YAO","005WU000003RmTRYA0","0","Egipto","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP3YAO","005WU000003RmTRYA0","0","ElSalvador","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP4YAO","005WU000003RmTRYA0","0","EmiratosArabesUnidos","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP5YAO","005WU000003RmTRYA0","0","Eritrea","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP6YAO","005WU000003RmTRYA0","0","Eslovaquia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP7YAO","005WU000003RmTRYA0","0","Eslovenia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP8YAO","005WU000003RmTRYA0","0","España","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVP9YAO","005WU000003RmTRYA0","0","Estonia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPAYA4","005WU000003RmTRYA0","0","Etiopia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPBYA4","005WU000003RmTRYA0","0","Europa","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPCYA4","005WU000003RmTRYA0","0","Filipinas","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPDYA4","005WU000003RmTRYA0","0","Finlandia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPEYA4","005WU000003RmTRYA0","0","Francia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPFYA4","005WU000003RmTRYA0","0","Gabon","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPGYA4","005WU000003RmTRYA0","0","Gambia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPHYA4","005WU000003RmTRYA0","0","Georgia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPIYA4","005WU000003RmTRYA0","0","Ghana","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPJYA4","005WU000003RmTRYA0","0","Granada","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPKYA4","005WU000003RmTRYA0","0","Grecia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPLYA4","005WU000003RmTRYA0","0","Guatemala","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPMYA4","005WU000003RmTRYA0","0","Guinea","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPNYA4","005WU000003RmTRYA0","0","GuineaEcuatorial","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPOYA4","005WU000003RmTRYA0","0","GuineaBissau","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPPYA4","005WU000003RmTRYA0","0","Haiti","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPQYA4","005WU000003RmTRYA0","0","Honduras","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPRYA4","005WU000003RmTRYA0","0","Hungria","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPSYA4","005WU000003RmTRYA0","0","India","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPTYA4","005WU000003RmTRYA0","0","Indonesia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPUYA4","005WU000003RmTRYA0","0","Irak","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPVYA4","005WU000003RmTRYA0","0","Iran","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPWYA4","005WU000003RmTRYA0","0","Irlanda","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPXYA4","005WU000003RmTRYA0","0","Islandia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPYYA4","005WU000003RmTRYA0","0","Israel","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPZYA4","005WU000003RmTRYA0","0","Italia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPaYAO","005WU000003RmTRYA0","0","Jamaica","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPbYAO","005WU000003RmTRYA0","0","Japon","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPcYAO","005WU000003RmTRYA0","0","Jordania","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPdYAO","005WU000003RmTRYA0","0","Kazajistan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPeYAO","005WU000003RmTRYA0","0","Kenia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPfYAO","005WU000003RmTRYA0","0","Kirguistan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPgYAO","005WU000003RmTRYA0","0","Kiribati","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPhYAO","005WU000003RmTRYA0","0","Kosovo","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPiYAO","005WU000003RmTRYA0","0","Kuwait","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPjYAO","005WU000003RmTRYA0","0","Laos","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPkYAO","005WU000003RmTRYA0","0","Letonia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPlYAO","005WU000003RmTRYA0","0","Libano","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPmYAO","005WU000003RmTRYA0","0","Liberia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPnYAO","005WU000003RmTRYA0","0","Libia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPoYAO","005WU000003RmTRYA0","0","Liechtenstein","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPpYAO","005WU000003RmTRYA0","0","Lituania","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPqYAO","005WU000003RmTRYA0","0","Luxemburgo","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPrYAO","005WU000003RmTRYA0","0","Madagascar","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPsYAO","005WU000003RmTRYA0","0","Malasia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPtYAO","005WU000003RmTRYA0","0","Malaui","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPuYAO","005WU000003RmTRYA0","0","Maldivas","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPvYAO","005WU000003RmTRYA0","0","Mali","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPwYAO","005WU000003RmTRYA0","0","Malta","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPxYAO","005WU000003RmTRYA0","0","Marruecos","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPyYAO","005WU000003RmTRYA0","0","IslasMarshall","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVPzYAO","005WU000003RmTRYA0","0","Mauricio","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ0YAO","005WU000003RmTRYA0","0","Mauritania","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ1YAO","005WU000003RmTRYA0","0","Mauricio","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ2YAO","005WU000003RmTRYA0","0","MacedoniadelNorte","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ3YAO","005WU000003RmTRYA0","0","Mozambique","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ4YAO","005WU000003RmTRYA0","0","Namibia","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ5YAO","005WU000003RmTRYA0","0","Nepal","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ6YAO","005WU000003RmTRYA0","0","Nicaragua","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ7YAO","005WU000003RmTRYA0","0","Niger","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ8YAO","005WU000003RmTRYA0","0","Nigeria","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQ9YAO","005WU000003RmTRYA0","0","Noruega","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQAYA4","005WU000003RmTRYA0","0","Nueva Zelanda","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQBYA4","005WU000003RmTRYA0","0","Oceanos del mundo","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQCYA4","005WU000003RmTRYA0","0","Oman","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQDYA4","005WU000003RmTRYA0","0","Pakistan","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
"a00WU000009FVQEYA4","005WU000003RmTRYA0","0","Palaos","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35","005WU000003RmTRYA0","2024-05-28 17:14:35",""
